City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,Siemiatycze,PL,2023-02-20 21:50:09,52.4272,22.8623,42.66,76,99,26.37
262,Futog,RS,2023-02-20 21:50:10,45.2419,19.707,50.25,66,80,6.22
263,Areia Branca,BR,2023-02-20 21:50:10,-4.9561,-37.1369,80.8,89,100,14.07
264,Akureyri,IS,2023-02-20 21:50:11,65.6835,-18.0878,31.93,64,20,12.66
265,Garbolovo,RU,2023-02-20 21:50:11,60.3413,30.4955,14.23,93,100,8.88
266,Westport,US,2023-02-20 21:45:32,41.1415,-73.3579,60.3,49,56,1.99
267,Mungaa,TZ,2023-02-20 21:50:12,-4.9667,34.8833,68.02,57,100,8.21
268,Curumani,CO,2023-02-20 21:50:13,9.1999,-73.5427,92.35,32,5,6.71
269,Sharjah,AE,2023-02-20 21:45:19,25.3573,55.4033,67.98,68,20,10.36
270,Kalemie,CD,2023-02-20 21:50:14,-5.9475,29.1947,70.99,82,100,3.71
271,Moyale,KE,2023-02-20 21:50:14,3.5167,39.0584,69.33,27,88,8.75
272,Kralendijk,BQ,2023-02-20 21:51:15,12.15,-68.2667,82.38,57,40,18.41
273,Warrington,GB,2023-02-20 21:51:16,53.3925,-2.5802,52.45,82,75,8.05
274,Havoysund,NO,2023-02-20 21:51:16,70.9963,24.6622,23.23,82,62,6.96
275,Arrifes,PT,2023-02-20 21:51:17,37.7667,-25.7,50.25,82,20,2.3
276,Isiro,CD,2023-02-20 21:51:17,2.7739,27.616,73.38,39,89,2.89
277,Meulaboh,ID,2023-02-20 21:51:19,4.1363,96.1285,75.36,88,87,4.83
278,Narbonne,FR,2023-02-20 21:51:19,43.0833,2.8333,49.03,80,28,1.45
279,Perry,US,2023-02-20 21:51:20,37.2506,-83.1999,51.98,89,100,9.26
280,Touros,BR,2023-02-20 21:48:07,-5.1989,-35.4608,80.8,75,100,14.32
281,Tucuman,AR,2023-02-20 21:51:20,-26.8241,-65.2226,84.2,48,0,11.5
282,Saurimo,AO,2023-02-20 21:51:21,-9.6608,20.3916,64.65,88,100,3.24
283,Camacha,PT,2023-02-20 21:51:22,33.0833,-16.3333,58.42,77,40,9.22
284,Fuerte Olimpo,PY,2023-02-20 21:51:22,-21.0415,-57.8738,80.2,73,44,5.77
285,Moussoro,TD,2023-02-20 21:51:23,13.6408,16.4901,72.84,13,0,15.19
286,Brae,GB,2023-02-20 21:51:23,60.3964,-1.353,43.72,69,46,26.57
287,Sabang,ID,2023-02-20 21:51:24,5.8933,95.3214,81.48,72,100,10.98
288,Juybar,IR,2023-02-20 21:51:24,36.6412,52.9124,52.09,44,0,6.22
289,Saint-Georges,GD,2023-02-20 21:51:25,12.0564,-61.7485,80.28,69,20,14.97
290,Bibiani,GH,2023-02-20 21:51:25,6.4635,-2.3194,76.21,43,55,2.64
291,Blagoyevo,RU,2023-02-20 21:51:26,63.3667,47.9167,-8.77,100,98,3.36
